"Code","Date","Start","High","Low","End","Transaction"
000020.KS,20100927,5010.00,5030.00,4970.00,4995.00,50600
000020.KS,20100928,4995.00,5020.00,4935.00,4990.00,75000
000020.KS,20100929,4960.00,5120.00,4960.00,5080.00,78800
000020.KS,20100930,5100.00,5300.00,5070.00,5250.00,179400
000020.KS,20101001,5280.00,5370.00,5220.00,5260.00,73200
000020.KS,20101004,5260.00,5270.00,5160.00,5260.00,55600
000020.KS,20101005,5260.00,5310.00,5210.00,5230.00,43200
000020.KS,20101006,5270.00,5450.00,5270.00,5350.00,154300
000020.KS,20101007,5400.00,5550.00,5300.00,5470.00,243500
000020.KS,20101008,5440.00,5540.00,5440.00,5520.00,98700
000020.KS,20101011,5470.00,5530.00,5390.00,5410.00,72500
000020.KS,20101012,5410.00,5450.00,5290.00,5310.00,67300
000020.KS,20101013,5340.00,5420.00,5290.00,5370.00,61900
000020.KS,20101014,5430.00,5430.00,5300.00,5360.00,41300
000020.KS,20101015,5330.00,5380.00,5290.00,5310.00,72800
000020.KS,20101018,5390.00,5400.00,5290.00,5300.00,60100
000020.KS,20101019,5350.00,5380.00,5280.00,5320.00,72400
000020.KS,20101020,5300.00,5600.00,5270.00,5600.00,155500
000020.KS,20101021,5630.00,5690.00,5500.00,5620.00,116300
000020.KS,20101022,5620.00,5700.00,5550.00,5590.00,43400
000020.KS,20101025,5590.00,5600.00,5440.00,5550.00,92400
000020.KS,20101026,5560.00,5570.00,5460.00,5550.00,52200
000020.KS,20101027,5570.00,5570.00,5460.00,5470.00,56500
000020.KS,20101028,5510.00,5510.00,5410.00,5410.00,59500
000020.KS,20101029,5460.00,5460.00,5260.00,5270.00,63900
000020.KS,20101101,5240.00,5280.00,5190.00,5240.00,44000
000020.KS,20101102,5250.00,5300.00,5130.00,5130.00,91400
000020.KS,20101103,5130.00,5230.00,5080.00,5200.00,54400
000020.KS,20101104,5200.00,5260.00,5170.00,5220.00,42100
000020.KS,20101105,5270.00,5280.00,5080.00,5110.00,100100
000020.KS,20101108,5150.00,5180.00,5100.00,5140.00,71000
000020.KS,20101109,5170.00,5170.00,5100.00,5130.00,36500
000020.KS,20101110,5110.00,5200.00,5100.00,5200.00,61300
000020.KS,20101111,5200.00,5220.00,4950.00,4950.00,96400
000020.KS,20101112,5040.00,5110.00,4925.00,4950.00,122900
000020.KS,20101115,4950.00,5010.00,4930.00,4970.00,42200
000020.KS,20101116,5000.00,5000.00,4845.00,4875.00,104200
000020.KS,20101117,4755.00,4950.00,4755.00,4820.00,37500
000020.KS,20101118,4890.00,4890.00,4795.00,4875.00,41400
000020.KS,20101119,4890.00,4930.00,4880.00,4930.00,33900
000020.KS,20101122,4900.00,4980.00,4900.00,4955.00,34200
000020.KS,20101123,4955.00,4985.00,4895.00,4930.00,40400
000020.KS,20101124,4680.00,4850.00,4680.00,4790.00,96300
000020.KS,20101125,4825.00,4840.00,4780.00,4815.00,42100
000020.KS,20101126,4840.00,4840.00,4750.00,4780.00,39400
000020.KS,20101129,4775.00,4820.00,4750.00,4775.00,56400
000020.KS,20101130,4810.00,4845.00,4735.00,4795.00,55500
000020.KS,20101201,4770.00,4845.00,4760.00,4840.00,21000
000020.KS,20101202,4870.00,4900.00,4830.00,4860.00,26300
000020.KS,20101203,4890.00,4950.00,4700.00,4790.00,77700
000020.KS,20101206,4840.00,4855.00,4770.00,4810.00,35700
000020.KS,20101207,4820.00,4910.00,4800.00,4830.00,66300
000020.KS,20101208,4800.00,4860.00,4800.00,4850.00,37900
000020.KS,20101209,4880.00,5090.00,4850.00,5060.00,128900
000020.KS,20101210,5030.00,5100.00,4965.00,5020.00,63000
000020.KS,20101213,5030.00,5100.00,5000.00,5080.00,36400
000020.KS,20101214,5100.00,5160.00,5030.00,5120.00,66500
000020.KS,20101215,5140.00,5150.00,5050.00,5100.00,16700
000020.KS,20101216,5100.00,5120.00,5010.00,5100.00,46200
000020.KS,20101217,5100.00,5180.00,5050.00,5100.00,48000
000020.KS,20101220,5020.00,5070.00,4945.00,4985.00,61100
000020.KS,20101221,5080.00,5100.00,5000.00,5070.00,53500
000020.KS,20101222,5100.00,5140.00,4990.00,4990.00,48500
000020.KS,20101223,5030.00,5160.00,5000.00,5100.00,77300
000020.KS,20101224,5120.00,5120.00,4990.00,5070.00,87700
000020.KS,20101227,5080.00,5120.00,5020.00,5050.00,49100
000020.KS,20101228,5030.00,5140.00,5030.00,5110.00,80600
000020.KS,20101229,5150.00,5330.00,5120.00,5300.00,179500
000020.KS,20101230,5330.00,5360.00,5200.00,5290.00,127500
000020.KS,20110103,5320.00,5370.00,5220.00,5280.00,78600
000020.KS,20110104,5250.00,5330.00,5230.00,5300.00,56700
000020.KS,20110105,5300.00,5350.00,5220.00,5240.00,78800
000020.KS,20110106,5240.00,5250.00,5070.00,5110.00,173200
000020.KS,20110107,5110.00,5150.00,5080.00,5090.00,36800
000020.KS,20110110,5170.00,5170.00,5030.00,5030.00,78700
000020.KS,20110111,5200.00,5200.00,5050.00,5070.00,42500
000020.KS,20110112,5070.00,5130.00,5030.00,5040.00,48800
000020.KS,20110113,5060.00,5100.00,5020.00,5050.00,57600
000020.KS,20110114,5050.00,5050.00,4960.00,4990.00,90600
000020.KS,20110117,5000.00,5090.00,4975.00,5000.00,53500
000020.KS,20110118,5000.00,5150.00,4990.00,5050.00,196900
000020.KS,20110119,5120.00,5130.00,5010.00,5060.00,55200
000020.KS,20110120,5090.00,5090.00,4980.00,5000.00,81500
000020.KS,20110121,5000.00,5030.00,4860.00,4860.00,51200
000020.KS,20110124,4900.00,4965.00,4860.00,4925.00,21300
000020.KS,20110125,4910.00,4980.00,4850.00,4865.00,65800
000020.KS,20110126,4890.00,4890.00,4840.00,4870.00,30400
000020.KS,20110127,4925.00,4925.00,4860.00,4860.00,38700
000020.KS,20110128,4870.00,4890.00,4735.00,4760.00,98800
000020.KS,20110131,4760.00,4870.00,4690.00,4815.00,92200
000020.KS,20110201,4830.00,4835.00,4720.00,4750.00,65200
000020.KS,20110207,4755.00,4820.00,4735.00,4740.00,69500
000020.KS,20110208,4790.00,4790.00,4715.00,4720.00,49200
000020.KS,20110209,4720.00,4875.00,4695.00,4780.00,153400
000020.KS,20110210,4780.00,4785.00,4725.00,4735.00,30700
000020.KS,20110211,4715.00,4775.00,4655.00,4680.00,86300
000020.KS,20110214,4740.00,4740.00,4570.00,4580.00,90200
000020.KS,20110215,4575.00,4580.00,4390.00,4500.00,133300
000020.KS,20110216,4515.00,4560.00,4410.00,4510.00,35600
000020.KS,20110217,4545.00,4555.00,4500.00,4520.00,27300
000020.KS,20110218,4525.00,4535.00,4490.00,4515.00,35800
000020.KS,20110221,4520.00,4520.00,4465.00,4480.00,27400
000020.KS,20110222,4480.00,4480.00,4350.00,4350.00,50300
000020.KS,20110223,4290.00,4425.00,4290.00,4345.00,15400
000020.KS,20110224,4345.00,4505.00,4305.00,4455.00,115100
000020.KS,20110225,4520.00,4520.00,4430.00,4510.00,32600
000020.KS,20110228,4520.00,4520.00,4455.00,4480.00,11700
000020.KS,20110302,4450.00,4495.00,4410.00,4480.00,28100
000020.KS,20110303,4700.00,4700.00,3860.00,4460.00,45300
000020.KS,20110304,4500.00,4500.00,4435.00,4480.00,22100
000020.KS,20110307,4480.00,4495.00,4450.00,4490.00,8700
000020.KS,20110308,4500.00,4530.00,4460.00,4470.00,27800
000020.KS,20110309,4500.00,4520.00,4470.00,4500.00,35100
000020.KS,20110310,4500.00,4515.00,4450.00,4450.00,73900
000020.KS,20110311,4440.00,4500.00,4390.00,4425.00,32000
000020.KS,20110314,4455.00,4455.00,4200.00,4230.00,49700
000020.KS,20110315,4290.00,4300.00,4040.00,4070.00,82900
000020.KS,20110316,4040.00,4150.00,4040.00,4140.00,34700
000020.KS,20110317,4065.00,4195.00,4065.00,4120.00,19300
000020.KS,20110318,4100.00,4445.00,4100.00,4310.00,111600
000020.KS,20110321,4310.00,4580.00,4305.00,4440.00,58700
000020.KS,20110322,4495.00,4690.00,4410.00,4450.00,133700
000020.KS,20110323,4565.00,4565.00,4420.00,4495.00,12400
000020.KS,20110324,4525.00,4750.00,4495.00,4610.00,167300
000020.KS,20110325,4700.00,4795.00,4560.00,4690.00,287700
000020.KS,20110328,4775.00,4775.00,4680.00,4715.00,25800
000020.KS,20110329,4715.00,4750.00,4605.00,4665.00,17000
000020.KS,20110330,4665.00,4700.00,4620.00,4675.00,26700
000020.KS,20110331,4730.00,4730.00,4650.00,4720.00,27900
000020.KS,20110401,4720.00,4775.00,4710.00,4760.00,25700
000020.KS,20110404,4800.00,4800.00,4710.00,4765.00,18100
000020.KS,20110405,4710.00,4765.00,4690.00,4690.00,33300
000020.KS,20110406,4690.00,4690.00,4620.00,4640.00,28500
000020.KS,20110407,4620.00,4650.00,4540.00,4540.00,41400
000020.KS,20110408,4605.00,4605.00,4500.00,4530.00,31600
000020.KS,20110411,4600.00,4600.00,4470.00,4480.00,27800
000020.KS,20110412,4485.00,4520.00,4455.00,4460.00,21100
000020.KS,20110413,4550.00,4605.00,4500.00,4500.00,53300
000020.KS,20110414,4505.00,4505.00,4400.00,4400.00,61200
000020.KS,20110415,4425.00,4450.00,4380.00,4420.00,23800
000020.KS,20110418,4440.00,4560.00,4400.00,4560.00,64600
000020.KS,20110419,4510.00,4560.00,4455.00,4560.00,37500
000020.KS,20110420,4560.00,4710.00,4540.00,4710.00,108300
000020.KS,20110421,4710.00,4720.00,4550.00,4645.00,61800
000020.KS,20110422,4645.00,4645.00,4550.00,4600.00,29700
000020.KS,20110425,4610.00,4680.00,4535.00,4590.00,41600
000020.KS,20110426,4600.00,4610.00,4475.00,4500.00,42600
000020.KS,20110427,4505.00,4750.00,4490.00,4730.00,183300
000020.KS,20110428,4765.00,5380.00,4765.00,5120.00,676900
000020.KS,20110429,5190.00,5200.00,5010.00,5180.00,154300
000020.KS,20110502,5230.00,5270.00,5080.00,5190.00,107000
000020.KS,20110503,5120.00,5190.00,5030.00,5030.00,99500
000020.KS,20110504,5030.00,5110.00,4955.00,5060.00,72300
000020.KS,20110506,4915.00,4995.00,4915.00,4950.00,63900
000020.KS,20110509,4995.00,4995.00,4840.00,4900.00,63300
000020.KS,20110511,4845.00,4980.00,4845.00,4980.00,33800
000020.KS,20110512,4945.00,4965.00,4810.00,4835.00,66500
000020.KS,20110513,4835.00,4985.00,4805.00,4960.00,104800
000020.KS,20110516,4960.00,5200.00,4865.00,5200.00,147100
000020.KS,20110517,5200.00,5240.00,5120.00,5180.00,103900
000020.KS,20110518,5170.00,5340.00,5090.00,5180.00,101600
000020.KS,20110519,5200.00,5250.00,5080.00,5160.00,67800
000020.KS,20110520,5050.00,5120.00,5030.00,5050.00,70500
000020.KS,20110523,5060.00,5060.00,4800.00,4825.00,86900
000020.KS,20110524,4760.00,4860.00,4760.00,4835.00,27600
000020.KS,20110525,4860.00,4895.00,4755.00,4855.00,53400
000020.KS,20110526,4820.00,4900.00,4700.00,4770.00,71800
000020.KS,20110527,4800.00,5060.00,4700.00,4980.00,262700
000020.KS,20110530,4915.00,4950.00,4805.00,4810.00,80700
000020.KS,20110531,4765.00,5010.00,4665.00,4710.00,284100
000020.KS,20110601,4720.00,4910.00,4605.00,4880.00,467000
000020.KS,20110602,4785.00,4880.00,4755.00,4775.00,26200
000020.KS,20110603,4850.00,5230.00,4770.00,4905.00,486600
000020.KS,20110607,4925.00,4925.00,4745.00,4750.00,100300
000020.KS,20110608,4740.00,4795.00,4705.00,4720.00,52900
000020.KS,20110609,4830.00,4870.00,4735.00,4860.00,91500
000020.KS,20110610,4950.00,5250.00,4940.00,5020.00,430500
000020.KS,20110613,5120.00,5360.00,5090.00,5360.00,506400
000020.KS,20110614,5500.00,5630.00,5200.00,5290.00,855500
000020.KS,20110615,5390.00,5690.00,5350.00,5590.00,690500
000020.KS,20110616,5420.00,5630.00,4960.00,5040.00,1915800
000020.KS,20110617,5050.00,5050.00,4785.00,4810.00,509400
000020.KS,20110620,4870.00,4995.00,4700.00,4900.00,527900
000020.KS,20110621,4900.00,4945.00,4775.00,4775.00,169900
000020.KS,20110622,4785.00,4815.00,4725.00,4765.00,202200
000020.KS,20110623,4770.00,4815.00,4750.00,4800.00,84500
000020.KS,20110624,4840.00,4840.00,4770.00,4815.00,105800
000020.KS,20110627,4805.00,4815.00,4760.00,4780.00,106800
000020.KS,20110628,4810.00,4830.00,4740.00,4740.00,104500
000020.KS,20110629,4820.00,4845.00,4790.00,4790.00,106000
000020.KS,20110630,4830.00,4890.00,4800.00,4875.00,111300
000020.KS,20110701,4915.00,4915.00,4815.00,4840.00,62700
000020.KS,20110704,4870.00,4950.00,4850.00,4910.00,89600
000020.KS,20110705,4890.00,4910.00,4860.00,4875.00,41300
000020.KS,20110706,4870.00,4895.00,4835.00,4895.00,66200
000020.KS,20110707,4900.00,5090.00,4900.00,5020.00,154100
000020.KS,20110708,5000.00,5040.00,4920.00,4940.00,98000
000020.KS,20110711,4985.00,4985.00,4850.00,4910.00,53100
000020.KS,20110712,4890.00,4910.00,4770.00,4785.00,78600
000020.KS,20110713,4785.00,4830.00,4750.00,4800.00,67500
000020.KS,20110714,4830.00,4955.00,4780.00,4885.00,131600
000020.KS,20110715,4945.00,4985.00,4885.00,4980.00,102300
000020.KS,20110718,5050.00,5200.00,5040.00,5080.00,155000
000020.KS,20110719,5120.00,5150.00,5020.00,5140.00,120500
000020.KS,20110720,5140.00,5290.00,5080.00,5240.00,189300
000020.KS,20110721,5280.00,5280.00,5100.00,5110.00,152200
000020.KS,20110722,5140.00,5480.00,5140.00,5380.00,443400
000020.KS,20110725,5600.00,5600.00,5320.00,5410.00,157000
000020.KS,20110726,5320.00,5590.00,5320.00,5530.00,351600
000020.KS,20110727,5480.00,5720.00,5470.00,5610.00,236000
000020.KS,20110728,5510.00,5700.00,5420.00,5620.00,169800
000020.KS,20110729,5680.00,6190.00,5680.00,5970.00,1043300
000020.KS,20110801,6090.00,6470.00,6000.00,6100.00,807600
000020.KS,20110802,6180.00,6220.00,5910.00,5990.00,350800
000020.KS,20110803,5900.00,6040.00,5720.00,6020.00,362800
000020.KS,20110804,5980.00,6180.00,5720.00,5720.00,254400
000020.KS,20110805,5200.00,5450.00,5100.00,5380.00,605400
000020.KS,20110808,5240.00,5450.00,4850.00,5070.00,414400
000020.KS,20110809,4730.00,4990.00,4565.00,4820.00,424100
000020.KS,20110810,5050.00,5200.00,5000.00,5030.00,241800
000020.KS,20110811,4760.00,5300.00,4760.00,5300.00,183900
000020.KS,20110812,5440.00,5650.00,5290.00,5390.00,258900
000020.KS,20110816,5520.00,5560.00,5080.00,5110.00,386600
000020.KS,20110817,5120.00,5200.00,5000.00,5030.00,391800
000020.KS,20110818,5090.00,5150.00,4980.00,5030.00,295100
000020.KS,20110819,4810.00,4950.00,4700.00,4770.00,327100
000020.KS,20110822,4770.00,4900.00,4730.00,4820.00,106900
000020.KS,20110823,4855.00,4990.00,4855.00,4935.00,127300
000020.KS,20110824,5020.00,5020.00,4820.00,4840.00,185300
000020.KS,20110825,4925.00,5020.00,4850.00,4950.00,121400
000020.KS,20110826,4970.00,5190.00,4760.00,5070.00,222800
000020.KS,20110829,5090.00,5380.00,5020.00,5200.00,231700
000020.KS,20110830,5280.00,5340.00,5180.00,5280.00,137700
000020.KS,20110831,5320.00,5320.00,5100.00,5170.00,144300
000020.KS,20110901,5210.00,5330.00,5110.00,5210.00,207800
000020.KS,20110902,5210.00,5220.00,5090.00,5170.00,145100
000020.KS,20110905,5100.00,5170.00,5000.00,5050.00,177900
000020.KS,20110906,5000.00,5010.00,4860.00,4915.00,224600
000020.KS,20110907,4970.00,5180.00,4960.00,5180.00,114000
000020.KS,20110908,5180.00,5200.00,4990.00,5060.00,124200
000020.KS,20110909,5100.00,5100.00,5000.00,5020.00,31200
000020.KS,20110914,5020.00,5050.00,4770.00,4775.00,95200
000020.KS,20110915,4830.00,4990.00,4700.00,4920.00,183200
000020.KS,20110916,4910.00,4980.00,4865.00,4920.00,77300
000020.KS,20110919,4960.00,5200.00,4920.00,4980.00,116900
000020.KS,20110920,4970.00,5040.00,4935.00,5000.00,75700
000020.KS,20110921,5050.00,5150.00,5000.00,5010.00,152100
000020.KS,20110922,4910.00,4945.00,4795.00,4810.00,291200
000020.KS,20110923,4690.00,4700.00,4395.00,4435.00,394900
000020.KS,20110926,4440.00,4550.00,4050.00,4125.00,231900
000020.KS,20110927,4245.00,4380.00,4210.00,4310.00,95100
000020.KS,20110928,4355.00,4450.00,4235.00,4290.00,65400
000020.KS,20110929,4220.00,4300.00,4200.00,4300.00,41200
000020.KS,20110930,4315.00,4450.00,4315.00,4440.00,61900
000020.KS,20111004,4200.00,4300.00,4170.00,4210.00,61400
000020.KS,20111005,4240.00,4285.00,4155.00,4185.00,71600
000020.KS,20111006,4250.00,4405.00,4250.00,4295.00,88100
000020.KS,20111007,4380.00,4780.00,4380.00,4590.00,182400
000020.KS,20111010,4510.00,4680.00,4510.00,4590.00,28000
000020.KS,20111011,4730.00,4750.00,4590.00,4610.00,43000
000020.KS,20111012,4615.00,4685.00,4550.00,4640.00,36600
000020.KS,20111013,4670.00,4700.00,4595.00,4645.00,50700
000020.KS,20111014,4645.00,4645.00,4480.00,4570.00,59700
000020.KS,20111017,4600.00,4750.00,4545.00,4710.00,176600
000020.KS,20111018,4635.00,4950.00,4610.00,4880.00,527400
000020.KS,20111019,4950.00,5000.00,4800.00,4815.00,206600
000020.KS,20111020,4895.00,4895.00,4665.00,4685.00,51000
000020.KS,20111021,4695.00,4800.00,4695.00,4750.00,52200
000020.KS,20111024,4800.00,4875.00,4685.00,4700.00,228700
000020.KS,20111025,4720.00,4760.00,4610.00,4620.00,141300
000020.KS,20111026,4580.00,4615.00,4395.00,4460.00,293800
000020.KS,20111027,4500.00,4530.00,4440.00,4480.00,92900
000020.KS,20111028,4600.00,4600.00,4480.00,4515.00,140300
000020.KS,20111031,4585.00,4640.00,4505.00,4525.00,323500
000020.KS,20111101,4500.00,4595.00,4500.00,4595.00,73800
000020.KS,20111102,4500.00,4670.00,4490.00,4635.00,126800
000020.KS,20111103,4630.00,4990.00,4515.00,4700.00,209900
000020.KS,20111104,4830.00,4835.00,4695.00,4740.00,116400
000020.KS,20111107,4735.00,4760.00,4690.00,4730.00,22700
000020.KS,20111108,4705.00,4825.00,4660.00,4710.00,64000
000020.KS,20111109,4710.00,4850.00,4700.00,4765.00,65700
000020.KS,20111110,4615.00,4695.00,4540.00,4620.00,138500
000020.KS,20111111,4695.00,4695.00,4545.00,4550.00,133300
000020.KS,20111114,4620.00,4640.00,4570.00,4620.00,159000
000020.KS,20111115,4570.00,4660.00,4560.00,4610.00,50300
000020.KS,20111116,4600.00,4665.00,4540.00,4540.00,68100
000020.KS,20111117,4525.00,4595.00,4520.00,4580.00,35200
000020.KS,20111118,4525.00,4570.00,4510.00,4540.00,64800
000020.KS,20111121,4550.00,4550.00,4495.00,4515.00,90200
000020.KS,20111122,4500.00,4785.00,4485.00,4750.00,235400
000020.KS,20111123,4670.00,4705.00,4535.00,4540.00,175400
000020.KS,20111124,4580.00,4585.00,4490.00,4500.00,122000
000020.KS,20111125,4485.00,4580.00,4485.00,4525.00,27800
000020.KS,20111128,4525.00,4680.00,4235.00,4415.00,370100
000020.KS,20111129,4420.00,4420.00,4220.00,4250.00,402000
000020.KS,20111130,4265.00,4345.00,4240.00,4310.00,44000
000020.KS,20111201,4360.00,4410.00,4300.00,4340.00,102200
000020.KS,20111202,4310.00,4375.00,4310.00,4365.00,47000
000020.KS,20111205,4365.00,4430.00,4365.00,4395.00,48400
000020.KS,20111206,4380.00,4450.00,4300.00,4360.00,118200
000020.KS,20111207,4360.00,4405.00,4335.00,4360.00,88300
000020.KS,20111208,4355.00,4485.00,4350.00,4420.00,53000
000020.KS,20111209,4410.00,4420.00,4320.00,4330.00,71300
000020.KS,20111212,4350.00,4390.00,4295.00,4300.00,82000
000020.KS,20111213,4280.00,4325.00,4240.00,4280.00,56100
000020.KS,20111214,4280.00,4325.00,4245.00,4260.00,53500
000020.KS,20111215,4260.00,4260.00,4200.00,4210.00,56300
000020.KS,20111216,4255.00,4305.00,4245.00,4250.00,34800
000020.KS,20111219,4240.00,4275.00,3970.00,4075.00,112800
000020.KS,20111220,4080.00,4170.00,4070.00,4160.00,58500
000020.KS,20111221,4225.00,4240.00,4000.00,4200.00,52700
000020.KS,20111222,4200.00,4230.00,4160.00,4180.00,70500
000020.KS,20111223,4195.00,4295.00,4185.00,4275.00,76300
000020.KS,20111226,4290.00,4295.00,4200.00,4255.00,61000
000020.KS,20111227,4220.00,4255.00,4140.00,4155.00,101100
000020.KS,20111228,4010.00,4100.00,4010.00,4090.00,101400
000020.KS,20111229,4080.00,4150.00,4050.00,4080.00,40600
000020.KS,20111230,4080.00,4080.00,4080.00,4080.00,000
000020.KS,20120102,4070.00,4100.00,4060.00,4085.00,25400
000020.KS,20120103,4100.00,4160.00,4100.00,4130.00,45200
000020.KS,20120104,4135.00,4160.00,4125.00,4150.00,42900
000020.KS,20120105,4150.00,4290.00,4110.00,4270.00,85100
000020.KS,20120106,4300.00,4325.00,4220.00,4240.00,45500
000020.KS,20120109,4290.00,4480.00,4275.00,4360.00,200300
000020.KS,20120110,4400.00,4440.00,4335.00,4395.00,61600
000020.KS,20120111,4400.00,5000.00,4400.00,4610.00,733200
000020.KS,20120112,4680.00,4680.00,4520.00,4585.00,175200
000020.KS,20120113,4585.00,4670.00,4515.00,4515.00,100000
000020.KS,20120116,4455.00,4535.00,4445.00,4470.00,59200
000020.KS,20120117,4535.00,4730.00,4435.00,4650.00,173900
000020.KS,20120118,4650.00,4750.00,4550.00,4570.00,86900
000020.KS,20120119,4620.00,4620.00,4540.00,4550.00,53800
000020.KS,20120120,4560.00,4680.00,4550.00,4600.00,58000
000020.KS,20120123,4600.00,4600.00,4600.00,4600.00,000
000020.KS,20120124,4600.00,4600.00,4600.00,4600.00,000
000020.KS,20120125,4600.00,4660.00,4565.00,4640.00,46900
000020.KS,20120126,4640.00,4925.00,4640.00,4800.00,197500
000020.KS,20120127,4800.00,4925.00,4725.00,4745.00,69200
