"Code","Date","Start","High","Low","End","Transaction"
000020.KS,20081229,30600.00,30600.00,29250.00,30450.00,130700
000020.KS,20081230,30150.00,31300.00,30100.00,30900.00,88900
000020.KS,20090102,31000.00,31400.00,30300.00,31100.00,84200
000020.KS,20090105,31100.00,31150.00,30550.00,30550.00,70200
000020.KS,20090106,30700.00,31400.00,30550.00,30750.00,108800
000020.KS,20090107,30750.00,30800.00,30000.00,30750.00,181000
000020.KS,20090108,30300.00,33400.00,30300.00,31950.00,237700
000020.KS,20090109,32050.00,32450.00,31100.00,32000.00,105100
000020.KS,20090112,31850.00,32200.00,31000.00,31200.00,99700
000020.KS,20090113,31100.00,31650.00,30700.00,31650.00,54900
000020.KS,20090114,31600.00,33400.00,31100.00,32800.00,404200
000020.KS,20090115,31950.00,34800.00,31500.00,32000.00,265300
000020.KS,20090116,32200.00,34150.00,32200.00,34000.00,147300
000020.KS,20090119,35050.00,35800.00,34500.00,35000.00,186600
000020.KS,20090120,34500.00,35250.00,33650.00,34300.00,77900
000020.KS,20090121,33050.00,34500.00,32300.00,33300.00,99300
000020.KS,20090122,33800.00,34200.00,32800.00,33300.00,137300
000020.KS,20090123,33900.00,34000.00,31300.00,31650.00,149000
000020.KS,20090128,31700.00,33200.00,31700.00,32800.00,136800
000020.KS,20090129,32600.00,33550.00,32200.00,32900.00,80800
000020.KS,20090130,32100.00,33100.00,32000.00,32150.00,103800
000020.KS,20090202,31700.00,33900.00,31550.00,33200.00,253700
000020.KS,20090203,33700.00,34200.00,32700.00,33550.00,206200
000020.KS,20090204,33600.00,34700.00,33600.00,34050.00,101700
000020.KS,20090205,33800.00,34100.00,33300.00,33300.00,66400
000020.KS,20090206,33300.00,34500.00,33100.00,34200.00,101800
000020.KS,20090209,35000.00,35000.00,33750.00,33800.00,72300
000020.KS,20090210,34000.00,34700.00,32850.00,33100.00,79800
000020.KS,20090211,32600.00,32650.00,31900.00,32650.00,160800
000020.KS,20090212,32200.00,32250.00,31100.00,31400.00,209900
000020.KS,20090213,31500.00,34000.00,31150.00,33500.00,691200
000020.KS,20090216,33850.00,34200.00,32800.00,33000.00,315900
000020.KS,20090217,33400.00,33400.00,31800.00,32000.00,191900
000020.KS,20090218,31500.00,33100.00,30800.00,33100.00,814600
000020.KS,20090219,33300.00,36500.00,33150.00,34750.00,1015100
000020.KS,20090220,34750.00,36300.00,34050.00,34800.00,514000
000020.KS,20090223,35400.00,36200.00,34950.00,35850.00,332900
000020.KS,20090224,35150.00,37350.00,34500.00,36750.00,432700
000020.KS,20090225,37500.00,38550.00,36700.00,36750.00,435100
000020.KS,20090226,36800.00,37500.00,35500.00,36750.00,254900
000020.KS,20090227,36350.00,38250.00,35900.00,37600.00,298200
000020.KS,20090302,37300.00,37300.00,35350.00,36500.00,160600
000020.KS,20090303,35700.00,35900.00,34550.00,35900.00,139700
000020.KS,20090304,35450.00,37100.00,35300.00,37050.00,212000
000020.KS,20090305,37800.00,37800.00,35800.00,36150.00,135400
000020.KS,20090306,35500.00,36800.00,35150.00,36200.00,111800
000020.KS,20090309,36400.00,37800.00,36350.00,37500.00,194400
000020.KS,20090310,37400.00,39200.00,37100.00,38000.00,333000
000020.KS,20090311,38500.00,38700.00,37500.00,38400.00,337100
000020.KS,20090312,38600.00,40750.00,38050.00,40750.00,360500
000020.KS,20090313,41300.00,42200.00,40150.00,40150.00,376900
000020.KS,20090316,40200.00,40750.00,39300.00,39650.00,182500
000020.KS,20090317,40000.00,41400.00,39750.00,40950.00,231800
000020.KS,20090318,41100.00,42700.00,40550.00,42700.00,186800
000020.KS,20090319,43150.00,43800.00,42350.00,42650.00,255700
000020.KS,20090320,42400.00,43650.00,41950.00,43000.00,252600
000020.KS,20090323,42500.00,43250.00,42500.00,43000.00,15400
000020.KS,20090324,43000.00,43200.00,41500.00,41750.00,255600
000020.KS,20090325,41950.00,42000.00,40100.00,41200.00,478700
000020.KS,20090326,41100.00,42450.00,40650.00,41100.00,222300
000020.KS,20090327,41250.00,41550.00,40350.00,41200.00,224400
000020.KS,20090330,40700.00,40850.00,39300.00,39300.00,190800
000020.KS,20090331,39000.00,40500.00,38800.00,40450.00,292100
000020.KS,20090401,40450.00,40650.00,39750.00,39900.00,154100
000020.KS,20090402,40150.00,40800.00,40100.00,40350.00,175100
000020.KS,20090403,40500.00,40500.00,38650.00,39000.00,241200
000020.KS,20090406,38650.00,39500.00,38600.00,39150.00,167500
000020.KS,20090407,39100.00,39950.00,38550.00,39500.00,192100
000020.KS,20090408,38850.00,39850.00,38800.00,39150.00,190700
000020.KS,20090409,39250.00,40300.00,38950.00,39200.00,305200
000020.KS,20090410,39500.00,40250.00,39100.00,40250.00,273500
000020.KS,20090413,40250.00,43500.00,39900.00,42300.00,542400
000020.KS,20090414,42550.00,43300.00,41300.00,42000.00,197600
000020.KS,20090415,41650.00,42000.00,39800.00,41050.00,239800
000020.KS,20090416,40950.00,41800.00,40050.00,40250.00,226500
000020.KS,20090417,40100.00,40250.00,37450.00,38100.00,484200
000020.KS,20090420,38500.00,38600.00,37400.00,38050.00,193400
000020.KS,20090421,37000.00,37650.00,35200.00,36150.00,559900
000020.KS,20090422,36500.00,37750.00,36350.00,37600.00,198600
000020.KS,20090423,37250.00,38800.00,36550.00,37700.00,273200
000020.KS,20090424,38300.00,38350.00,37550.00,37850.00,165500
000020.KS,20090427,38400.00,39300.00,38050.00,39000.00,305900
000020.KS,20090428,40100.00,41000.00,37950.00,38100.00,482600
000020.KS,20090429,38100.00,39950.00,36650.00,39700.00,353100
000020.KS,20090430,39800.00,40600.00,39050.00,39900.00,198100
000020.KS,20090504,40400.00,40600.00,39400.00,39850.00,135400
000020.KS,20090506,39450.00,39500.00,38700.00,38850.00,121200
000020.KS,20090507,39050.00,39250.00,38000.00,38800.00,163600
000020.KS,20090508,38800.00,44000.00,38550.00,41500.00,663400
000020.KS,20090511,42000.00,43000.00,41300.00,41500.00,490300
000020.KS,20090512,41250.00,42100.00,41250.00,41350.00,273900
000020.KS,20090513,41350.00,42700.00,41350.00,42000.00,220400
000020.KS,20090514,42000.00,42350.00,41050.00,41050.00,191400
000020.KS,20090515,41500.00,41900.00,40750.00,41800.00,193200
000020.KS,20090518,41450.00,42400.00,41200.00,41550.00,105900
000020.KS,20090519,41850.00,42500.00,41400.00,42300.00,213700
000020.KS,20090520,42350.00,42500.00,41800.00,42400.00,161900
000020.KS,20090521,42800.00,46000.00,42200.00,43900.00,532900
000020.KS,20090522,43800.00,44500.00,43400.00,43700.00,185400
000020.KS,20090525,43750.00,47400.00,42500.00,47200.00,588600
000020.KS,20090526,47200.00,47500.00,45250.00,46000.00,268900
000020.KS,20090527,46350.00,48200.00,45100.00,45100.00,409300
000020.KS,20090528,44500.00,45100.00,43400.00,44200.00,191100
000020.KS,20090529,44200.00,47250.00,44100.00,45250.00,340200
000020.KS,20090601,45850.00,47950.00,44800.00,47500.00,251900
000020.KS,20090602,47900.00,49200.00,46750.00,48000.00,471800
000020.KS,20090603,48050.00,48600.00,46800.00,46900.00,219000
000020.KS,20090604,46550.00,46900.00,44500.00,44600.00,282700
000020.KS,20090605,44850.00,46000.00,44800.00,45500.00,147400
000020.KS,20090608,45150.00,46900.00,45100.00,46100.00,118200
000020.KS,20090609,46950.00,46950.00,45650.00,45700.00,97800
000020.KS,20090610,45600.00,46300.00,45000.00,46100.00,102800
000020.KS,20090611,46150.00,47450.00,45400.00,47450.00,170300
000020.KS,20090612,47850.00,48500.00,47500.00,47600.00,134800
000020.KS,20090615,47600.00,48000.00,46400.00,47500.00,131400
000020.KS,20090616,47200.00,48450.00,46800.00,48050.00,112500
000020.KS,20090617,48050.00,48450.00,47600.00,48050.00,60200
000020.KS,20090618,47900.00,48500.00,47550.00,47700.00,91300
000020.KS,20090619,48200.00,48850.00,47700.00,48700.00,77700
000020.KS,20090622,49000.00,51300.00,48800.00,50700.00,334600
000020.KS,20090623,50400.00,50400.00,48700.00,48950.00,176800
000020.KS,20090624,48800.00,50000.00,48600.00,49150.00,241100
000020.KS,20090625,49350.00,50300.00,49150.00,49300.00,204400
000020.KS,20090626,49950.00,51000.00,47600.00,47600.00,694900
000020.KS,20090629,48000.00,49850.00,47150.00,49500.00,635300
000020.KS,20090720,9880.00,10400.00,9400.00,9490.00,966200
000020.KS,20090721,9550.00,9670.00,9180.00,9250.00,541800
000020.KS,20090722,9350.00,9490.00,9140.00,9270.00,587900
000020.KS,20090723,9230.00,9390.00,9170.00,9350.00,315600
000020.KS,20090724,9350.00,9400.00,9140.00,9140.00,332200
000020.KS,20090727,9120.00,9170.00,8740.00,8740.00,717800
000020.KS,20090728,8800.00,8810.00,8400.00,8530.00,726900
000020.KS,20090729,8530.00,8720.00,8500.00,8570.00,517900
000020.KS,20090730,8510.00,8580.00,8100.00,8210.00,662800
000020.KS,20090731,8200.00,8540.00,8070.00,8540.00,616400
000020.KS,20090803,8620.00,8620.00,8370.00,8370.00,289400
000020.KS,20090804,8410.00,8550.00,8360.00,8410.00,228400
000020.KS,20090805,8380.00,8550.00,8350.00,8420.00,235100
000020.KS,20090806,8470.00,8530.00,8350.00,8490.00,262500
000020.KS,20090807,8490.00,8810.00,8420.00,8640.00,418200
000020.KS,20090810,8710.00,8740.00,8390.00,8540.00,522900
000020.KS,20090811,8570.00,8580.00,8200.00,8350.00,1112200
000020.KS,20090812,8270.00,8450.00,8060.00,8270.00,787500
000020.KS,20090813,8350.00,8360.00,8240.00,8250.00,233200
000020.KS,20090814,8250.00,8290.00,8180.00,8210.00,310300
000020.KS,20090817,8270.00,8440.00,8200.00,8290.00,402200
000020.KS,20090818,8300.00,8430.00,8270.00,8400.00,259500
000020.KS,20090819,8450.00,8450.00,8270.00,8340.00,467700
000020.KS,20090820,8340.00,8590.00,8250.00,8440.00,316900
000020.KS,20090821,8530.00,9130.00,8460.00,8580.00,849400
000020.KS,20090824,8800.00,8840.00,8410.00,8450.00,392400
000020.KS,20090825,8500.00,8560.00,8300.00,8330.00,222400
000020.KS,20090826,8350.00,8700.00,8300.00,8600.00,239700
000020.KS,20090827,8680.00,8750.00,8430.00,8500.00,99100
000020.KS,20090828,8540.00,9250.00,8500.00,8750.00,1435300
000020.KS,20090831,8710.00,8780.00,8470.00,8550.00,284700
000020.KS,20090901,8500.00,8580.00,8410.00,8480.00,230300
000020.KS,20090902,8400.00,8600.00,8340.00,8360.00,305900
000020.KS,20090903,8420.00,8450.00,8260.00,8280.00,166800
000020.KS,20090904,8350.00,8350.00,8160.00,8220.00,203900
000020.KS,20090907,8230.00,8330.00,8210.00,8220.00,112100
000020.KS,20090908,8220.00,8270.00,8050.00,8050.00,242300
000020.KS,20090909,8060.00,8060.00,7620.00,7700.00,536200
000020.KS,20090910,7710.00,7890.00,7680.00,7890.00,242400
000020.KS,20090911,7860.00,8030.00,7800.00,7920.00,134500
000020.KS,20090914,7890.00,8040.00,7760.00,8010.00,109100
000020.KS,20090915,8070.00,8070.00,7850.00,7850.00,108600
000020.KS,20090916,7860.00,8020.00,7800.00,7850.00,114100
000020.KS,20090917,7810.00,7960.00,7620.00,7710.00,454600
000020.KS,20090918,7710.00,7730.00,7480.00,7600.00,470400
000020.KS,20090921,7600.00,7710.00,7560.00,7630.00,244600
000020.KS,20090922,7630.00,7700.00,7620.00,7620.00,136100
000020.KS,20090923,7620.00,7640.00,7480.00,7600.00,126100
000020.KS,20090924,7500.00,7590.00,7330.00,7470.00,221800
000020.KS,20090925,7470.00,7470.00,7060.00,7250.00,478900
000020.KS,20090928,7250.00,7250.00,7080.00,7080.00,207900
000020.KS,20090929,7150.00,7210.00,6950.00,7090.00,446300
000020.KS,20090930,7020.00,7150.00,7020.00,7080.00,113300
000020.KS,20091001,7140.00,7310.00,7080.00,7270.00,246000
000020.KS,20091005,7270.00,7270.00,7130.00,7170.00,156800
000020.KS,20091006,7180.00,7640.00,7140.00,7450.00,572000
000020.KS,20091007,7480.00,7640.00,7330.00,7560.00,270600
000020.KS,20091008,7560.00,7590.00,7430.00,7510.00,129100
000020.KS,20091009,7500.00,7510.00,7320.00,7390.00,164100
000020.KS,20091012,7440.00,7500.00,7320.00,7470.00,89300
000020.KS,20091013,7470.00,7560.00,7420.00,7450.00,151400
000020.KS,20091014,7450.00,7540.00,7310.00,7420.00,231600
000020.KS,20091015,7410.00,7470.00,7350.00,7400.00,91200
000020.KS,20091016,7410.00,7530.00,7390.00,7430.00,123600
000020.KS,20091019,7460.00,7470.00,7370.00,7450.00,52200
000020.KS,20091020,7430.00,7570.00,7430.00,7530.00,107200
000020.KS,20091021,7520.00,7550.00,7480.00,7490.00,79500
000020.KS,20091022,7460.00,7520.00,7420.00,7460.00,62700
000020.KS,20091023,7490.00,7510.00,7380.00,7390.00,62100
000020.KS,20091026,7410.00,7500.00,7390.00,7430.00,113800
000020.KS,20091027,7460.00,7470.00,7350.00,7450.00,86000
000020.KS,20091028,7420.00,7470.00,7190.00,7210.00,115100
000020.KS,20091029,7100.00,7270.00,6970.00,7050.00,189400
000020.KS,20091030,7050.00,7200.00,7000.00,7080.00,122100
000020.KS,20091102,7050.00,7120.00,6990.00,7020.00,50800
000020.KS,20091103,7100.00,7130.00,6830.00,6870.00,218300
000020.KS,20091104,6840.00,7090.00,6770.00,7040.00,220400
000020.KS,20091105,7050.00,7050.00,6790.00,6830.00,87100
000020.KS,20091106,6840.00,6920.00,6730.00,6730.00,84200
000020.KS,20091109,6810.00,6840.00,6730.00,6780.00,39100
000020.KS,20091110,6790.00,6890.00,6740.00,6770.00,77400
000020.KS,20091111,6840.00,6840.00,6740.00,6780.00,60800
000020.KS,20091112,6790.00,6820.00,6740.00,6750.00,58800
000020.KS,20091113,6750.00,6820.00,6630.00,6690.00,127200
000020.KS,20091116,6650.00,6690.00,6410.00,6440.00,184100
000020.KS,20091117,6490.00,6490.00,6380.00,6390.00,81800
000020.KS,20091118,6390.00,6510.00,6390.00,6430.00,77900
000020.KS,20091119,6400.00,6460.00,6380.00,6440.00,62200
000020.KS,20091120,6440.00,6800.00,6410.00,6700.00,115100
000020.KS,20091123,6650.00,6890.00,6640.00,6850.00,79800
000020.KS,20091124,6840.00,6990.00,6750.00,6940.00,171700
000020.KS,20091125,6900.00,6950.00,6830.00,6870.00,45100
000020.KS,20091126,6870.00,6870.00,6760.00,6770.00,94300
000020.KS,20091127,6640.00,6770.00,6390.00,6480.00,127200
000020.KS,20091130,6510.00,6900.00,6500.00,6700.00,75400
000020.KS,20091201,6610.00,6770.00,6590.00,6700.00,36000
000020.KS,20091202,6690.00,6950.00,6680.00,6730.00,90100
000020.KS,20091203,6700.00,6870.00,6700.00,6870.00,41400
000020.KS,20091204,6850.00,6950.00,6800.00,6900.00,62700
000020.KS,20091207,6860.00,7070.00,6860.00,7010.00,106700
000020.KS,20091208,6990.00,7090.00,6980.00,7010.00,55300
000020.KS,20091209,7040.00,7280.00,7000.00,7260.00,149900
000020.KS,20091210,7300.00,7470.00,7200.00,7280.00,308700
000020.KS,20091211,7280.00,7490.00,7280.00,7480.00,145700
000020.KS,20091214,7480.00,7560.00,7420.00,7470.00,70800
000020.KS,20091215,7500.00,7550.00,7340.00,7360.00,89400
000020.KS,20091216,7400.00,7480.00,7340.00,7340.00,59800
000020.KS,20091217,7380.00,7460.00,7300.00,7330.00,42000
000020.KS,20091218,7330.00,7440.00,7250.00,7400.00,74500
000020.KS,20091221,7370.00,7470.00,7350.00,7370.00,96200
000020.KS,20091222,7360.00,7450.00,7290.00,7420.00,110000
000020.KS,20091223,7470.00,7540.00,7410.00,7470.00,83000
000020.KS,20091224,7470.00,7650.00,7440.00,7520.00,150800
000020.KS,20091228,7520.00,7760.00,7480.00,7580.00,230400
000020.KS,20091229,7570.00,7710.00,7480.00,7530.00,82900
000020.KS,20091230,7520.00,7600.00,7440.00,7580.00,120000
000020.KS,20100104,7540.00,7820.00,7480.00,7520.00,176900
000020.KS,20100105,7490.00,7580.00,7350.00,7500.00,214200
000020.KS,20100106,7500.00,7500.00,7320.00,7350.00,81800
000020.KS,20100107,7350.00,7420.00,7200.00,7210.00,106300
000020.KS,20100108,7220.00,7330.00,7220.00,7240.00,61000
000020.KS,20100111,7240.00,7300.00,7070.00,7100.00,122800
000020.KS,20100112,7170.00,7170.00,7030.00,7060.00,74300
000020.KS,20100113,7060.00,7060.00,6830.00,6830.00,127200
000020.KS,20100114,6830.00,6900.00,6710.00,6830.00,126600
000020.KS,20100115,6850.00,6900.00,6770.00,6790.00,132000
000020.KS,20100118,6800.00,6870.00,6680.00,6720.00,134300
000020.KS,20100119,6700.00,6830.00,6490.00,6490.00,428600
000020.KS,20100120,6550.00,6620.00,6490.00,6530.00,253700
000020.KS,20100121,6600.00,6600.00,6310.00,6360.00,334300
000020.KS,20100122,6330.00,6410.00,6190.00,6270.00,271800
000020.KS,20100125,6260.00,6280.00,6050.00,6110.00,412500
000020.KS,20100126,6120.00,6250.00,6080.00,6130.00,169800
000020.KS,20100127,6200.00,6260.00,6100.00,6180.00,244700
000020.KS,20100128,6200.00,6250.00,6100.00,6100.00,189300
000020.KS,20100129,6090.00,6090.00,5800.00,5800.00,316600
000020.KS,20100201,5790.00,6000.00,5790.00,5960.00,133000
000020.KS,20100202,5990.00,6000.00,5700.00,5740.00,453500
000020.KS,20100203,5780.00,5910.00,5750.00,5880.00,140400
000020.KS,20100204,5900.00,6080.00,5850.00,6030.00,190200
000020.KS,20100205,5910.00,5940.00,5770.00,5860.00,135800
000020.KS,20100208,5900.00,6060.00,5870.00,5880.00,198200
000020.KS,20100209,5890.00,5950.00,5820.00,5850.00,115900
000020.KS,20100210,5880.00,6180.00,5860.00,6120.00,246200
000020.KS,20100211,6120.00,6170.00,6060.00,6120.00,91400
000020.KS,20100212,6130.00,6230.00,6010.00,6140.00,200600
000020.KS,20100216,6130.00,6260.00,6100.00,6190.00,72400
000020.KS,20100217,6200.00,6240.00,6120.00,6150.00,127000
000020.KS,20100218,6180.00,6180.00,6090.00,6090.00,87100
000020.KS,20100219,6100.00,6130.00,6000.00,6010.00,80800
000020.KS,20100222,6030.00,6140.00,6030.00,6140.00,48100
000020.KS,20100223,6130.00,6140.00,6060.00,6140.00,63600
000020.KS,20100224,6100.00,6130.00,6040.00,6060.00,72300
000020.KS,20100225,6060.00,6110.00,5980.00,6000.00,103000
000020.KS,20100226,5960.00,6020.00,5910.00,5980.00,52900
000020.KS,20100302,5990.00,6050.00,5990.00,6020.00,56600
000020.KS,20100303,6050.00,6110.00,6000.00,6040.00,58000
000020.KS,20100304,6080.00,6080.00,5990.00,6010.00,78800
000020.KS,20100305,6030.00,6100.00,6000.00,6040.00,101000
000020.KS,20100308,6080.00,6080.00,6000.00,6050.00,139700
000020.KS,20100309,6050.00,6150.00,6010.00,6120.00,197900
000020.KS,20100310,6150.00,6220.00,6100.00,6210.00,164600
000020.KS,20100311,6250.00,6450.00,6180.00,6400.00,312800
000020.KS,20100312,6460.00,6470.00,6320.00,6380.00,127000
000020.KS,20100315,6380.00,6430.00,6270.00,6320.00,95100
000020.KS,20100316,6300.00,6370.00,6220.00,6350.00,109200
000020.KS,20100317,6390.00,6420.00,6320.00,6320.00,102100
000020.KS,20100318,6370.00,6380.00,6290.00,6300.00,93100
000020.KS,20100319,6300.00,6310.00,6210.00,6210.00,103000
000020.KS,20100322,6230.00,6260.00,6160.00,6160.00,74700
000020.KS,20100323,6200.00,6210.00,6090.00,6100.00,140500
000020.KS,20100324,6150.00,6150.00,5990.00,6040.00,167600
000020.KS,20100325,6020.00,6080.00,6000.00,6040.00,118700
000020.KS,20100326,6010.00,6050.00,5990.00,6040.00,117400
000020.KS,20100329,5970.00,6030.00,5960.00,5970.00,127500
000020.KS,20100330,6020.00,6060.00,5960.00,6000.00,88800
000020.KS,20100331,6000.00,6020.00,5970.00,6000.00,34300
000020.KS,20100401,6010.00,6100.00,6010.00,6080.00,68400
000020.KS,20100402,6120.00,6160.00,5980.00,5990.00,153800
000020.KS,20100405,6000.00,6030.00,5820.00,5840.00,172600
000020.KS,20100406,5840.00,6000.00,5840.00,5980.00,83400
000020.KS,20100407,5960.00,6070.00,5940.00,6050.00,90300
000020.KS,20100408,6050.00,6100.00,6030.00,6080.00,78600
000020.KS,20100409,6070.00,6080.00,5990.00,5990.00,73500
000020.KS,20100412,5990.00,6050.00,5960.00,6000.00,60000
000020.KS,20100413,6060.00,6070.00,5970.00,5980.00,68900
000020.KS,20100414,6000.00,6040.00,5980.00,5990.00,52200
000020.KS,20100415,6010.00,6090.00,6000.00,6050.00,60400
000020.KS,20100416,6050.00,6050.00,5990.00,6010.00,48500
000020.KS,20100419,6000.00,6020.00,5940.00,5940.00,61200
000020.KS,20100420,6000.00,6140.00,5950.00,6140.00,162700
000020.KS,20100421,6170.00,6280.00,6100.00,6280.00,222000
000020.KS,20100422,6280.00,6280.00,6170.00,6240.00,76100
000020.KS,20100423,6230.00,6250.00,6170.00,6200.00,70300
000020.KS,20100426,6250.00,6250.00,6090.00,6220.00,106900
000020.KS,20100427,6230.00,6240.00,6110.00,6200.00,118100
000020.KS,20100428,6120.00,6140.00,6010.00,6010.00,145000
000020.KS,20100429,6070.00,6080.00,5950.00,5980.00,78800
000020.KS,20100430,6000.00,6050.00,5950.00,5980.00,75200
000020.KS,20100503,5960.00,5970.00,5860.00,5900.00,94000
000020.KS,20100504,5890.00,6010.00,5810.00,5910.00,125700
000020.KS,20100506,5860.00,5870.00,5790.00,5790.00,72200
000020.KS,20100507,5670.00,5700.00,5540.00,5580.00,141600
000020.KS,20100510,5590.00,5770.00,5590.00,5700.00,90600
000020.KS,20100511,5750.00,5750.00,5650.00,5670.00,77300
000020.KS,20100512,5660.00,5730.00,5640.00,5640.00,53600
000020.KS,20100513,5660.00,5730.00,5660.00,5680.00,63500
000020.KS,20100514,5640.00,5670.00,5580.00,5650.00,97600
000020.KS,20100517,5600.00,5630.00,5350.00,5350.00,194000
000020.KS,20100518,5410.00,5590.00,5330.00,5590.00,118200
000020.KS,20100519,5500.00,5540.00,5430.00,5430.00,52800
000020.KS,20100520,5380.00,5450.00,5200.00,5250.00,70600
000020.KS,20100524,5140.00,5200.00,5040.00,5110.00,202400
000020.KS,20100525,4920.00,4970.00,4620.00,4640.00,450400
000020.KS,20100526,4690.00,4735.00,4580.00,4630.00,122600
000020.KS,20100527,4685.00,4760.00,4630.00,4720.00,85600
000020.KS,20100528,4795.00,5000.00,4720.00,4980.00,136800
000020.KS,20100531,4950.00,5590.00,4935.00,5400.00,268900
000020.KS,20100601,5430.00,5610.00,5270.00,5460.00,131800
000020.KS,20100603,5400.00,5970.00,5380.00,5660.00,307200
000020.KS,20100604,5660.00,5800.00,5660.00,5710.00,89400
000020.KS,20100607,5510.00,5790.00,5370.00,5720.00,255700
000020.KS,20100608,5750.00,5790.00,5680.00,5700.00,41000
000020.KS,20100609,5740.00,5770.00,5640.00,5730.00,40200
000020.KS,20100610,5780.00,5780.00,5550.00,5550.00,84000
000020.KS,20100611,5580.00,5700.00,5520.00,5650.00,64500
000020.KS,20100614,5680.00,5680.00,5490.00,5500.00,92100
000020.KS,20100615,5470.00,5580.00,5380.00,5440.00,84500
000020.KS,20100616,5410.00,5500.00,5390.00,5490.00,65800
000020.KS,20100617,5500.00,5520.00,5400.00,5480.00,20400
000020.KS,20100618,5480.00,5500.00,5390.00,5390.00,80800
000020.KS,20100621,5380.00,5450.00,5370.00,5380.00,67800
000020.KS,20100622,5430.00,5460.00,5380.00,5390.00,44300
000020.KS,20100623,5390.00,5440.00,5350.00,5350.00,37500
000020.KS,20100624,5360.00,5530.00,5350.00,5520.00,56600
000020.KS,20100625,5520.00,5540.00,5440.00,5470.00,29900
000020.KS,20100628,5480.00,5500.00,5380.00,5380.00,57100
000020.KS,20100629,5390.00,5400.00,5250.00,5320.00,87300
000020.KS,20100630,5250.00,5320.00,5220.00,5320.00,33400
000020.KS,20100701,5340.00,5340.00,5180.00,5180.00,64000
000020.KS,20100702,5240.00,5240.00,4975.00,4975.00,211100
000020.KS,20100705,5050.00,5100.00,4975.00,5060.00,44100
000020.KS,20100706,5010.00,5110.00,4990.00,5010.00,46500
000020.KS,20100707,5000.00,5010.00,4900.00,4905.00,119600
000020.KS,20100708,4940.00,4995.00,4900.00,4910.00,115200
000020.KS,20100709,4955.00,4965.00,4915.00,4950.00,41100
000020.KS,20100712,5000.00,5030.00,4950.00,5030.00,43600
000020.KS,20100713,5100.00,5110.00,5030.00,5050.00,29300
000020.KS,20100714,5060.00,5150.00,5060.00,5100.00,60800
000020.KS,20100715,5130.00,5130.00,5070.00,5120.00,49100
000020.KS,20100716,5110.00,5140.00,5070.00,5080.00,46000
000020.KS,20100719,5020.00,5140.00,5010.00,5070.00,54200
000020.KS,20100720,5100.00,5100.00,4985.00,5000.00,60200
000020.KS,20100721,5020.00,5050.00,4950.00,4980.00,81000
000020.KS,20100722,5020.00,5080.00,4970.00,5020.00,59200
000020.KS,20100723,5080.00,5100.00,5010.00,5050.00,84600
000020.KS,20100726,5050.00,5080.00,4995.00,5020.00,68600
000020.KS,20100727,5070.00,5100.00,5010.00,5020.00,50000
000020.KS,20100728,5000.00,5260.00,4995.00,5210.00,132000
000020.KS,20100729,5230.00,5410.00,5190.00,5270.00,133700
000020.KS,20100730,5280.00,5320.00,5170.00,5210.00,64200
000020.KS,20100802,5200.00,5260.00,5170.00,5190.00,35700
000020.KS,20100803,5170.00,5290.00,5130.00,5240.00,62500
000020.KS,20100804,5220.00,5270.00,5120.00,5160.00,83500
000020.KS,20100805,5130.00,5190.00,5090.00,5150.00,56900
000020.KS,20100806,5160.00,5270.00,5100.00,5200.00,54800
000020.KS,20100809,5250.00,5530.00,5250.00,5480.00,231800
000020.KS,20100810,5500.00,5550.00,5410.00,5410.00,150800
000020.KS,20100811,5450.00,5490.00,5320.00,5320.00,69700
000020.KS,20100812,5240.00,5360.00,5200.00,5200.00,83100
000020.KS,20100813,5250.00,5300.00,5220.00,5270.00,54200
000020.KS,20100816,5250.00,5250.00,4960.00,5070.00,198300
000020.KS,20100817,5060.00,5120.00,4980.00,5040.00,144300
000020.KS,20100818,5060.00,5110.00,5030.00,5040.00,42500
000020.KS,20100819,5000.00,5070.00,5000.00,5020.00,70600
000020.KS,20100820,5000.00,5020.00,4950.00,4995.00,112500
000020.KS,20100823,5000.00,5030.00,4935.00,4985.00,94900
000020.KS,20100824,4985.00,5010.00,4940.00,4985.00,29300
000020.KS,20100825,4980.00,4980.00,4800.00,4800.00,134400
000020.KS,20100826,4880.00,4880.00,4800.00,4810.00,58200
000020.KS,20100827,4810.00,4845.00,4770.00,4835.00,48100
000020.KS,20100830,4900.00,4900.00,4840.00,4870.00,20800
000020.KS,20100831,4870.00,4875.00,4835.00,4845.00,29900
000020.KS,20100901,4860.00,5070.00,4840.00,5030.00,119800
000020.KS,20100902,5060.00,5060.00,4970.00,5000.00,32600
000020.KS,20100903,5030.00,5150.00,5020.00,5050.00,64500
000020.KS,20100906,5110.00,5180.00,5060.00,5120.00,53700
000020.KS,20100907,5120.00,5210.00,5090.00,5160.00,83300
000020.KS,20100908,5100.00,5130.00,5060.00,5070.00,18800
000020.KS,20100909,5050.00,5120.00,5010.00,5010.00,59100
000020.KS,20100910,5040.00,5140.00,5040.00,5090.00,35400
000020.KS,20100913,5090.00,5160.00,5060.00,5100.00,38200
000020.KS,20100914,5140.00,5140.00,5040.00,5090.00,28400
000020.KS,20100915,5070.00,5100.00,5020.00,5020.00,39800
000020.KS,20100916,5030.00,5080.00,4970.00,5000.00,60300
000020.KS,20100917,5000.00,5040.00,4955.00,4960.00,51400
000020.KS,20100920,4960.00,4985.00,4930.00,4960.00,36000
000020.KS,20100924,4960.00,5000.00,4940.00,4990.00,36200
